Downloaded from wid.world on 30-01-2024 at 19:45:17
Percentile;Year;"mgdpro_999_i_BR
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
Brazil";"mgdpro_999_i_CA
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
Canada";"mgdpro_999_i_CN
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
China";"mgdpro_999_i_FR
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
France";"mgdpro_999_i_DE
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
Germany";"mgdpro_999_i_IN
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
India";"mgdpro_999_i_IT
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
Italy";"mgdpro_999_i_JP
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
Japan";"mgdpro_999_i_MX
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
Mexico";"mgdpro_999_i_RU
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
Russian Federation";"mgdpro_999_i_GB
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
United Kingdom";"mgdpro_999_i_US
Gross domestic product
Total population | Dollar $ | ppp | constant (2022)
USA"
pall;2021;4.00132341585e+12;2.1187418792e+12;3.63242725969e+13;3.50524779447e+12;5.01144987027e+12;1.14417862495e+13;2.81660534046e+12;5.77355519484e+12;2.86945615181e+12;4.75425103559e+12;3.12079433131e+12;24948363902342
