STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1995,,4546.93767798817,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1996,,4523.53746894282,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1997,,4740.99470760772,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1998,,4841.29214960252,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1999,,4900.53829580535,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2000,,4884.02110786271,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2001,,4971.83935919843,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2002,,4909.77012557681,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2003,,4946.0658188174,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2004,,4889.32744492446,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2005,,4925.97477187015,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2006,,4979.37197973108,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2007,,5023.21566059849,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2008,,5124.52924352584,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2009,,5186.49603670995,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2010,,5370.62936006528,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2011,,5439.44186249679,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2012,,5531.55135992343,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2013,,5579.20192251715,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2014,,5555.38196237563,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2015,,5886.75358186019,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2016,,6052.95812653674,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2017,,5956.12796618049,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2018,,5968.29576963537,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2019,,6002.30356111048,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2020,,6109.51729621724,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2021,,6914.90827632738,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,CRI,Costa Rica,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2022,,6519.92983951941,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1977,,7756.13177301102,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1978,,8143.47465699524,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1979,,8539.04794064765,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1980,,8423.8355717507,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1981,,8529.97164587406,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1982,,8857.84718791162,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1983,,9209.98667095136,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1984,,9429.48753874627,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1985,,9418.87757645343,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1986,,9696.12615113406,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1987,,10020.2712450639,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1988,,10225.3773380971,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1989,,10237.2804590543,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1990,,10262.2472543735,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1991,,10343.4615839505,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1992,,10662.1469440875,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1993,,11028.3478019438,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1994,,11402.4877733517,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1995,,11756.4877318306,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1996,,12035.0417702059,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1997,,12100.5623341188,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1998,,12264.5558902497,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1999,,12572.317359898,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2000,,12843.142960547,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2001,,13046.8069202578,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2002,,13259.7270212011,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2003,,13360.3425924514,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2004,,13382.7034907576,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2005,,13488.7662430705,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2006,,13528.2448461652,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2007,,13664.6143447759,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2008,,13767.2840094625,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2009,,14250.3849523125,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2010,,14579.3346007322,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2011,,14916.0261246352,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2012,,15088.1843333433,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2013,,15296.8992596108,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2014,,15187.7358442471,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2015,,15391.6283712746,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2016,,15799.2226929379,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2017,,16210.4712398913,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2018,,16543.2494137151,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2019,,16969.0586299098,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2020,,17362.1002556781,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2021,,17558.688710401,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,JPN,Japan,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2022,,17668.3444884769,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,GRC,Greece,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1960,,4587.65510647318,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,GRC,Greece,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1961,,4772.67579972874,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,GRC,Greece,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1962,,5062.9231130608,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,GRC,Greece,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1963,,5091.79815517681,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,GRC,Greece,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1964,,5681.19486257081,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,GRC,Greece,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1965,,5503.92132302553,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,GRC,Greece,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1966,,6150.49155533921,,2021,,A,Normal value,0,Units,0,Zero
