STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1998,,15813.9916575446,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1999,,15832.0823905278,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2000,,16425.7250096808,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2001,,16481.452959918,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2002,,16602.8141807566,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2003,,17238.7643284224,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2004,,17835.3818039435,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2005,,18315.8202046399,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2006,,19010.3714605342,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2007,,20274.0012233089,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2008,,20942.4141752295,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2009,,21485.1207695862,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2010,,21532.0020880074,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2011,,21106.1430693898,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2012,,21591.0302008115,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2013,,21847.6498939785,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2014,,22272.5777575239,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2015,,22993.684314792,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2016,,23627.1060258259,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2017,,23964.6330519801,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2018,,24436.7871734324,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2019,,25291.4557841169,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2020,,27165.4259946441,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2021,,27716.168487344,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,NZL,New Zealand,SM_WG,Statutory minimum wages,USD_PPP,"US dollars, PPP converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2022,,27041.3202719764,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1977,,5312.33855672785,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1978,,5310.6368548796,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1979,,6614.59440992257,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1980,,6960.60110670807,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1981,,6652.74873696466,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1982,,5768.6630548694,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1983,,5380.77947853007,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1984,,4989.76623591125,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1985,,5303.98150566215,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1986,,5582.461223851,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1987,,5845.55450623743,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1988,,5879.68247135987,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1989,,5977.08266150057,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1990,,6389.76563864369,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1991,,6637.46087794856,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1992,,6725.70644803778,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1993,,6706.9816141444,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1994,,6618.18003132342,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1995,,6697.52199526608,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1996,,6822.35749297869,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1997,,6922.57187287862,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1998,,7012.84051561895,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1999,,7130.74314512373,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2000,,7215.72710099625,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2001,,7260.3416386891,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2002,,7297.77522463797,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2003,,7244.6730756231,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2004,,7246.02351701645,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2005,,7270.97953732745,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2006,,7258.79777262791,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2007,,7402.82749143609,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2008,,7627.81928559496,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2009,,8125.44612513158,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2010,,8458.27787568161,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2011,,8331.87958142358,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2012,,8107.04381091886,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2013,,8084.85761414937,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2014,,8107.40864430785,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2015,,8400.84131630116,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2016,,8763.39851215951,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2017,,9085.49286365771,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2018,,9367.66402858417,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2019,,9657.9779925649,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2020,,10222.6315667757,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2021,,10571.787944135,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,PRT,Portugal,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,2022,,10393.5873566801,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,BEL,Belgium,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1975,,21608.580012296,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,BEL,Belgium,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1976,,21763.5814141643,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,BEL,Belgium,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1977,,21848.7133017261,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,BEL,Belgium,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1978,,21900.7512116039,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,BEL,Belgium,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1979,,21848.2053702079,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,BEL,Belgium,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1980,,21776.634867467,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,BEL,Belgium,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1981,,22586.9363499448,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,BEL,Belgium,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1982,,23385.7192086352,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,BEL,Belgium,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1983,,23390.8040790735,,2021,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@RMW(1.0),Real minimum wages at constant prices,I,BEL,Belgium,SM_WG,Statutory minimum wages,USD_EXC,"US dollars, exchange rate converted",A,Annual,Q,Constant prices,_Z,Not applicable,_Z,Not applicable,1984,,23033.6360746199,,2021,,A,Normal value,0,Units,0,Zero
